"Year,Month_Name,State,Vehicle_Category,EV_Sales_Quantity,Date_parsed"
"2021,Mar,West Bengal,4-Wheelers,21,2021-03-01"
"2021,Mar,West Bengal,3-Wheelers,4,2021-03-01"
"2021,Mar,West Bengal,3-Wheelers,12,2021-03-01"
"2022,Mar,Arunachal Pradesh,Others,0,2022-03-01"
"2022,Mar,Arunachal Pradesh,Bus,0,2022-03-01"
"2022,Mar,Arunachal Pradesh,2-Wheelers,0,2022-03-01"
"2022,Mar,Arunachal Pradesh,4-Wheelers,0,2022-03-01"
"2022,Mar,Arunachal Pradesh,3-Wheelers,0,2022-03-01"
"2022,Mar,Andaman & Nicobar Island,Others,0,2022-03-01"
"2022,Mar,Andaman & Nicobar Island,2-Wheelers,0,2022-03-01"
"2022,Mar,Andaman & Nicobar Island,4-Wheelers,2,2022-03-01"
"2022,Mar,Andaman & Nicobar Island,3-Wheelers,0,2022-03-01"
"2022,Mar,Assam,Others,0,2022-03-01"
"2022,Mar,Assam,Bus,0,2022-03-01"
"2022,Mar,Assam,3-Wheelers,3190,2022-03-01"
"2022,Mar,Assam,3-Wheelers,40,2022-03-01"
"2022,Mar,Assam,Others,3,2022-03-01"
"2022,Mar,Assam,2-Wheelers,179,2022-03-01"
"2022,Mar,Assam,2-Wheelers,0,2022-03-01"
"2022,Mar,Assam,4-Wheelers,0,2022-03-01"
"2022,Mar,Assam,4-Wheelers,2,2022-03-01"
"2022,Mar,Assam,3-Wheelers,8,2022-03-01"
"2022,Mar,Assam,3-Wheelers,37,2022-03-01"
"2022,Mar,Rajasthan,Others,0,2022-03-01"
"2022,Mar,Rajasthan,Bus,0,2022-03-01"
"2022,Mar,Rajasthan,3-Wheelers,1055,2022-03-01"
"2022,Mar,Rajasthan,3-Wheelers,350,2022-03-01"
"2022,Mar,Rajasthan,2-Wheelers,2901,2022-03-01"
"2022,Mar,Rajasthan,2-Wheelers,0,2022-03-01"
"2022,Mar,Rajasthan,2-Wheelers,141,2022-03-01"
"2022,Mar,Rajasthan,4-Wheelers,0,2022-03-01"
"2022,Mar,Rajasthan,4-Wheelers,89,2022-03-01"
"2022,Mar,Rajasthan,2-Wheelers,38,2022-03-01"
"2022,Mar,Rajasthan,3-Wheelers,28,2022-03-01"
"2022,Mar,Rajasthan,3-Wheelers,7,2022-03-01"
"2022,Mar,Andhra Pradesh,Others,0,2022-03-01"
"2022,Mar,Andhra Pradesh,Bus,0,2022-03-01"
"2022,Mar,Andhra Pradesh,Others,5,2022-03-01"
"2022,Mar,Andhra Pradesh,3-Wheelers,6,2022-03-01"
"2022,Mar,Andhra Pradesh,3-Wheelers,21,2022-03-01"
"2022,Mar,Andhra Pradesh,Others,18,2022-03-01"
"2022,Mar,Andhra Pradesh,2-Wheelers,3169,2022-03-01"
"2022,Mar,Andhra Pradesh,2-Wheelers,0,2022-03-01"
"2022,Mar,Andhra Pradesh,4-Wheelers,0,2022-03-01"
"2022,Mar,Andhra Pradesh,4-Wheelers,55,2022-03-01"
"2022,Mar,Andhra Pradesh,3-Wheelers,41,2022-03-01"
"2022,Mar,Bihar,Others,0,2022-03-01"
"2022,Mar,Bihar,Bus,0,2022-03-01"
"2022,Mar,Bihar,3-Wheelers,3206,2022-03-01"
"2022,Mar,Bihar,3-Wheelers,146,2022-03-01"
"2022,Mar,Bihar,2-Wheelers,1286,2022-03-01"
"2022,Mar,Bihar,2-Wheelers,2,2022-03-01"
"2022,Mar,Bihar,2-Wheelers,40,2022-03-01"
"2022,Mar,Bihar,4-Wheelers,0,2022-03-01"
"2022,Mar,Bihar,4-Wheelers,12,2022-03-01"
"2022,Mar,Bihar,2-Wheelers,0,2022-03-01"
"2022,Mar,Bihar,3-Wheelers,9,2022-03-01"
"2022,Mar,Bihar,3-Wheelers,34,2022-03-01"
"2022,Mar,Chhattisgarh,Others,0,2022-03-01"
"2022,Mar,Chhattisgarh,Bus,0,2022-03-01"
"2022,Mar,Chhattisgarh,3-Wheelers,178,2022-03-01"
"2022,Mar,Chhattisgarh,3-Wheelers,90,2022-03-01"
"2022,Mar,Chhattisgarh,2-Wheelers,799,2022-03-01"
"2022,Mar,Chhattisgarh,2-Wheelers,160,2022-03-01"
"2022,Mar,Chhattisgarh,4-Wheelers,0,2022-03-01"
"2022,Mar,Chhattisgarh,4-Wheelers,19,2022-03-01"
"2022,Mar,Chhattisgarh,3-Wheelers,4,2022-03-01"
"2022,Mar,Chhattisgarh,3-Wheelers,49,2022-03-01"
"2022,Mar,Chhattisgarh,3-Wheelers,5,2022-03-01"
"2022,Mar,Chandigarh,Others,0,2022-03-01"
"2022,Mar,Chandigarh,Bus,0,2022-03-01"
"2022,Mar,Chandigarh,3-Wheelers,55,2022-03-01"
"2022,Mar,Chandigarh,3-Wheelers,24,2022-03-01"
"2022,Mar,Chandigarh,2-Wheelers,49,2022-03-01"
"2022,Mar,Chandigarh,4-Wheelers,0,2022-03-01"
"2022,Mar,Chandigarh,4-Wheelers,14,2022-03-01"
"2022,Mar,Chandigarh,2-Wheelers,6,2022-03-01"
"2022,Mar,Chandigarh,3-Wheelers,1,2022-03-01"
"2022,Mar,Chandigarh,3-Wheelers,25,2022-03-01"
"2022,Mar,Dnh And Dd,Others,0,2022-03-01"
"2022,Mar,Dnh And Dd,Bus,0,2022-03-01"
"2022,Mar,Dnh And Dd,2-Wheelers,0,2022-03-01"
"2022,Mar,Dnh And Dd,2-Wheelers,5,2022-03-01"
"2022,Mar,Dnh And Dd,4-Wheelers,0,2022-03-01"
"2022,Mar,Dnh And Dd,4-Wheelers,1,2022-03-01"
"2022,Mar,Dnh And Dd,3-Wheelers,1,2022-03-01"
"2022,Mar,Delhi,Others,0,2022-03-01"
"2022,Mar,Delhi,Bus,9,2022-03-01"
"2022,Mar,Delhi,Bus,0,2022-03-01"
"2022,Mar,Delhi,3-Wheelers,1419,2022-03-01"
"2022,Mar,Delhi,3-Wheelers,484,2022-03-01"
"2022,Mar,Delhi,2-Wheelers,3491,2022-03-01"
"2022,Mar,Delhi,2-Wheelers,0,2022-03-01"
"2022,Mar,Delhi,4-Wheelers,29,2022-03-01"
"2022,Mar,Delhi,4-Wheelers,191,2022-03-01"
"2022,Mar,Delhi,3-Wheelers,337,2022-03-01"
"2022,Mar,Delhi,3-Wheelers,36,2022-03-01"
"2022,Mar,Goa,Others,0,2022-03-01"
"2022,Mar,Goa,Bus,0,2022-03-01"
"2022,Mar,Goa,Others,2,2022-03-01"
"2022,Mar,Goa,2-Wheelers,233,2022-03-01"
"2022,Mar,Goa,2-Wheelers,2,2022-03-01"
"2022,Mar,Goa,4-Wheelers,0,2022-03-01"
"2022,Mar,Goa,4-Wheelers,91,2022-03-01"
"2022,Mar,Goa,2-Wheelers,0,2022-03-01"
"2022,Mar,Goa,3-Wheelers,1,2022-03-01"
"2022,Mar,Goa,3-Wheelers,0,2022-03-01"
"2022,Mar,Gujarat,Others,0,2022-03-01"
"2022,Mar,Gujarat,Bus,3,2022-03-01"
"2022,Mar,Gujarat,3-Wheelers,21,2022-03-01"
"2022,Mar,Gujarat,3-Wheelers,20,2022-03-01"
"2022,Mar,Gujarat,Others,1,2022-03-01"
"2022,Mar,Gujarat,2-Wheelers,3915,2022-03-01"
"2022,Mar,Gujarat,2-Wheelers,0,2022-03-01"
"2022,Mar,Gujarat,2-Wheelers,574,2022-03-01"
"2022,Mar,Gujarat,4-Wheelers,3,2022-03-01"
"2022,Mar,Gujarat,4-Wheelers,246,2022-03-01"
"2022,Mar,Gujarat,2-Wheelers,18,2022-03-01"
"2022,Mar,Gujarat,3-Wheelers,49,2022-03-01"
"2022,Mar,Gujarat,3-Wheelers,24,2022-03-01"
"2022,Mar,Gujarat,3-Wheelers,4,2022-03-01"
"2022,Mar,Himachal Pradesh,Others,0,2022-03-01"
"2022,Mar,Himachal Pradesh,Bus,0,2022-03-01"
"2022,Mar,Himachal Pradesh,3-Wheelers,1,2022-03-01"
"2022,Mar,Himachal Pradesh,2-Wheelers,57,2022-03-01"
"2022,Mar,Himachal Pradesh,2-Wheelers,3,2022-03-01"
"2022,Mar,Himachal Pradesh,2-Wheelers,0,2022-03-01"
"2022,Mar,Himachal Pradesh,4-Wheelers,0,2022-03-01"
"2022,Mar,Himachal Pradesh,4-Wheelers,3,2022-03-01"
"2022,Mar,Himachal Pradesh,2-Wheelers,1,2022-03-01"
"2022,Mar,Himachal Pradesh,3-Wheelers,0,2022-03-01"
"2022,Mar,Haryana,Others,0,2022-03-01"
"2022,Mar,Haryana,Bus,0,2022-03-01"
"2022,Mar,Haryana,3-Wheelers,547,2022-03-01"
"2022,Mar,Haryana,3-Wheelers,90,2022-03-01"
"2022,Mar,Haryana,4-Wheelers,0,2022-03-01"
"2022,Mar,Haryana,2-Wheelers,977,2022-03-01"
"2022,Mar,Haryana,2-Wheelers,0,2022-03-01"
"2022,Mar,Haryana,2-Wheelers,9,2022-03-01"
"2022,Mar,Haryana,4-Wheelers,1,2022-03-01"
"2022,Mar,Haryana,4-Wheelers,12,2022-03-01"
"2022,Mar,Haryana,2-Wheelers,39,2022-03-01"
"2022,Mar,Haryana,3-Wheelers,41,2022-03-01"
"2022,Mar,Haryana,3-Wheelers,69,2022-03-01"
"2022,Mar,Jharkhand,Others,0,2022-03-01"
"2022,Mar,Jharkhand,Bus,0,2022-03-01"
"2022,Mar,Jharkhand,3-Wheelers,314,2022-03-01"
"2022,Mar,Jharkhand,3-Wheelers,9,2022-03-01"
"2022,Mar,Jharkhand,2-Wheelers,565,2022-03-01"
"2022,Mar,Jharkhand,2-Wheelers,0,2022-03-01"
"2022,Mar,Jharkhand,4-Wheelers,0,2022-03-01"
"2022,Mar,Jharkhand,4-Wheelers,5,2022-03-01"
"2022,Mar,Jharkhand,2-Wheelers,42,2022-03-01"
"2022,Mar,Jharkhand,3-Wheelers,5,2022-03-01"
"2022,Mar,Jharkhand,3-Wheelers,14,2022-03-01"
"2022,Mar,Jammu And Kashmir,Others,0,2022-03-01"
"2022,Mar,Jammu And Kashmir,Bus,0,2022-03-01"
"2022,Mar,Jammu And Kashmir,3-Wheelers,36,2022-03-01"
"2022,Mar,Jammu And Kashmir,3-Wheelers,5,2022-03-01"
"2022,Mar,Jammu And Kashmir,2-Wheelers,7,2022-03-01"
"2022,Mar,Jammu And Kashmir,2-Wheelers,220,2022-03-01"
"2022,Mar,Jammu And Kashmir,4-Wheelers,0,2022-03-01"
"2022,Mar,Jammu And Kashmir,4-Wheelers,4,2022-03-01"
"2022,Mar,Jammu And Kashmir,3-Wheelers,0,2022-03-01"
"2022,Mar,Karnataka,Others,0,2022-03-01"
"2022,Mar,Karnataka,Bus,35,2022-03-01"
"2022,Mar,Karnataka,Bus,0,2022-03-01"
"2022,Mar,Karnataka,3-Wheelers,15,2022-03-01"
"2022,Mar,Karnataka,3-Wheelers,71,2022-03-01"
"2022,Mar,Karnataka,Others,1,2022-03-01"
"2022,Mar,Karnataka,2-Wheelers,6738,2022-03-01"
"2022,Mar,Karnataka,2-Wheelers,5,2022-03-01"
"2022,Mar,Karnataka,2-Wheelers,277,2022-03-01"
"2022,Mar,Karnataka,4-Wheelers,20,2022-03-01"
"2022,Mar,Karnataka,4-Wheelers,210,2022-03-01"
"2022,Mar,Karnataka,2-Wheelers,145,2022-03-01"
"2022,Mar,Karnataka,2-Wheelers,123,2022-03-01"
"2022,Mar,Karnataka,3-Wheelers,139,2022-03-01"
"2022,Mar,Karnataka,3-Wheelers,105,2022-03-01"
"2022,Mar,Karnataka,3-Wheelers,0,2022-03-01"
"2022,Mar,Kerala,Others,0,2022-03-01"
"2022,Mar,Kerala,Bus,0,2022-03-01"
"2022,Mar,Kerala,3-Wheelers,64,2022-03-01"
"2022,Mar,Kerala,3-Wheelers,21,2022-03-01"
"2022,Mar,Kerala,2-Wheelers,2875,2022-03-01"
"2022,Mar,Kerala,2-Wheelers,5,2022-03-01"
"2022,Mar,Kerala,2-Wheelers,0,2022-03-01"
"2022,Mar,Kerala,4-Wheelers,0,2022-03-01"
"2022,Mar,Kerala,4-Wheelers,331,2022-03-01"
"2022,Mar,Kerala,3-Wheelers,12,2022-03-01"
"2022,Mar,Kerala,3-Wheelers,63,2022-03-01"
"2022,Mar,Kerala,3-Wheelers,1,2022-03-01"
"2022,Mar,Ladakh,Others,0,2022-03-01"
"2022,Mar,Ladakh,Bus,0,2022-03-01"
"2022,Mar,Ladakh,2-Wheelers,0,2022-03-01"
"2022,Mar,Ladakh,4-Wheelers,0,2022-03-01"
"2022,Mar,Maharashtra,Others,0,2022-03-01"
"2022,Mar,Maharashtra,Bus,17,2022-03-01"
"2022,Mar,Maharashtra,3-Wheelers,200,2022-03-01"
"2022,Mar,Maharashtra,3-Wheelers,141,2022-03-01"
"2022,Mar,Maharashtra,Others,2,2022-03-01"
"2022,Mar,Maharashtra,2-Wheelers,9434,2022-03-01"
"2022,Mar,Maharashtra,2-Wheelers,0,2022-03-01"
"2022,Mar,Maharashtra,2-Wheelers,253,2022-03-01"
"2022,Mar,Maharashtra,4-Wheelers,11,2022-03-01"
"2022,Mar,Maharashtra,4-Wheelers,2049,2022-03-01"
"2022,Mar,Maharashtra,3-Wheelers,50,2022-03-01"
"2022,Mar,Maharashtra,3-Wheelers,42,2022-03-01"
"2022,Mar,Maharashtra,3-Wheelers,15,2022-03-01"
"2022,Mar,Meghalaya,Others,0,2022-03-01"
"2022,Mar,Meghalaya,Bus,0,2022-03-01"
"2022,Mar,Meghalaya,2-Wheelers,0,2022-03-01"
"2022,Mar,Meghalaya,4-Wheelers,0,2022-03-01"
"2022,Mar,Meghalaya,3-Wheelers,0,2022-03-01"
"2022,Mar,Meghalaya,3-Wheelers,3,2022-03-01"
"2022,Mar,Manipur,Others,0,2022-03-01"
"2022,Mar,Manipur,Bus,0,2022-03-01"
"2022,Mar,Manipur,3-Wheelers,4,2022-03-01"
"2022,Mar,Manipur,2-Wheelers,2,2022-03-01"
"2022,Mar,Manipur,2-Wheelers,0,2022-03-01"
"2022,Mar,Manipur,4-Wheelers,0,2022-03-01"
"2022,Mar,Manipur,3-Wheelers,0,2022-03-01"
"2022,Mar,Madhya Pradesh,Others,0,2022-03-01"
"2022,Mar,Madhya Pradesh,Bus,2,2022-03-01"
"2022,Mar,Madhya Pradesh,Bus,0,2022-03-01"
"2022,Mar,Madhya Pradesh,3-Wheelers,737,2022-03-01"
"2022,Mar,Madhya Pradesh,3-Wheelers,144,2022-03-01"
"2022,Mar,Madhya Pradesh,2-Wheelers,1580,2022-03-01"
"2022,Mar,Madhya Pradesh,2-Wheelers,0,2022-03-01"
"2022,Mar,Madhya Pradesh,4-Wheelers,0,2022-03-01"
"2022,Mar,Madhya Pradesh,4-Wheelers,35,2022-03-01"
"2022,Mar,Madhya Pradesh,3-Wheelers,0,2022-03-01"
"2022,Mar,Mizoram,Others,0,2022-03-01"
"2022,Mar,Mizoram,4-Wheelers,0,2022-03-01"
"2022,Mar,Mizoram,2-Wheelers,0,2022-03-01"
"2022,Mar,Mizoram,3-Wheelers,0,2022-03-01"
"2022,Mar,Nagaland,Others,0,2022-03-01"
"2022,Mar,Nagaland,Bus,0,2022-03-01"
"2022,Mar,Nagaland,2-Wheelers,0,2022-03-01"
"2022,Mar,Nagaland,4-Wheelers,0,2022-03-01"
"2022,Mar,Nagaland,3-Wheelers,0,2022-03-01"
"2022,Mar,Odisha,Others,0,2022-03-01"
"2022,Mar,Odisha,Bus,0,2022-03-01"
"2022,Mar,Odisha,3-Wheelers,107,2022-03-01"
"2022,Mar,Odisha,3-Wheelers,97,2022-03-01"
"2022,Mar,Odisha,2-Wheelers,2198,2022-03-01"
"2022,Mar,Odisha,2-Wheelers,0,2022-03-01"
"2022,Mar,Odisha,2-Wheelers,125,2022-03-01"
"2022,Mar,Odisha,4-Wheelers,1,2022-03-01"
"2022,Mar,Odisha,4-Wheelers,30,2022-03-01"
"2022,Mar,Odisha,2-Wheelers,10,2022-03-01"
"2022,Mar,Odisha,2-Wheelers,30,2022-03-01"
"2022,Mar,Odisha,3-Wheelers,4,2022-03-01"
"2022,Mar,Odisha,3-Wheelers,5,2022-03-01"
"2022,Mar,Punjab,Others,0,2022-03-01"
"2022,Mar,Punjab,Bus,0,2022-03-01"
"2022,Mar,Punjab,3-Wheelers,313,2022-03-01"
"2022,Mar,Punjab,3-Wheelers,34,2022-03-01"
"2022,Mar,Punjab,Others,1,2022-03-01"
"2022,Mar,Punjab,2-Wheelers,577,2022-03-01"
"2022,Mar,Punjab,2-Wheelers,0,2022-03-01"
"2022,Mar,Punjab,2-Wheelers,2,2022-03-01"
"2022,Mar,Punjab,4-Wheelers,0,2022-03-01"
"2022,Mar,Punjab,4-Wheelers,4,2022-03-01"
"2022,Mar,Punjab,2-Wheelers,137,2022-03-01"
"2022,Mar,Punjab,3-Wheelers,11,2022-03-01"
"2022,Mar,Punjab,3-Wheelers,1,2022-03-01"
"2022,Mar,Puducherry,Others,0,2022-03-01"
"2022,Mar,Puducherry,Bus,0,2022-03-01"
"2022,Mar,Puducherry,3-Wheelers,2,2022-03-01"
"2022,Mar,Puducherry,2-Wheelers,179,2022-03-01"
"2022,Mar,Puducherry,2-Wheelers,2,2022-03-01"
"2022,Mar,Puducherry,4-Wheelers,1,2022-03-01"
"2022,Mar,Puducherry,4-Wheelers,2,2022-03-01"
"2022,Mar,Puducherry,2-Wheelers,0,2022-03-01"
"2022,Mar,Puducherry,3-Wheelers,0,2022-03-01"
"2022,Mar,Sikkim,Others,0,2022-03-01"
"2022,Mar,Sikkim,Bus,0,2022-03-01"
"2022,Mar,Sikkim,4-Wheelers,0,2022-03-01"
"2022,Mar,Sikkim,2-Wheelers,0,2022-03-01"
"2022,Mar,Tamil Nadu,Others,0,2022-03-01"
"2022,Mar,Tamil Nadu,Bus,0,2022-03-01"
"2022,Mar,Tamil Nadu,3-Wheelers,30,2022-03-01"
"2022,Mar,Tamil Nadu,Others,13,2022-03-01"
"2022,Mar,Tamil Nadu,2-Wheelers,6262,2022-03-01"
"2022,Mar,Tamil Nadu,2-Wheelers,17,2022-03-01"
"2022,Mar,Tamil Nadu,2-Wheelers,618,2022-03-01"
"2022,Mar,Tamil Nadu,4-Wheelers,0,2022-03-01"
"2022,Mar,Tamil Nadu,4-Wheelers,168,2022-03-01"
"2022,Mar,Tamil Nadu,2-Wheelers,811,2022-03-01"
"2022,Mar,Tamil Nadu,3-Wheelers,241,2022-03-01"
"2022,Mar,Tamil Nadu,3-Wheelers,0,2022-03-01"
"2022,Mar,Tamil Nadu,3-Wheelers,4,2022-03-01"
"2022,Mar,Tripura,Others,0,2022-03-01"
"2022,Mar,Tripura,Bus,0,2022-03-01"
"2022,Mar,Tripura,3-Wheelers,230,2022-03-01"
"2022,Mar,Tripura,Others,1,2022-03-01"
"2022,Mar,Tripura,2-Wheelers,18,2022-03-01"
"2022,Mar,Tripura,2-Wheelers,0,2022-03-01"
"2022,Mar,Tripura,4-Wheelers,0,2022-03-01"
"2022,Mar,Tripura,3-Wheelers,0,2022-03-01"
"2022,Mar,Tripura,3-Wheelers,118,2022-03-01"
"2022,Mar,Uttarakhand,Others,0,2022-03-01"
"2022,Mar,Uttarakhand,Bus,1,2022-03-01"
"2022,Mar,Uttarakhand,Bus,0,2022-03-01"
"2022,Mar,Uttarakhand,3-Wheelers,542,2022-03-01"
"2022,Mar,Uttarakhand,3-Wheelers,25,2022-03-01"
"2022,Mar,Uttarakhand,2-Wheelers,435,2022-03-01"
"2022,Mar,Uttarakhand,2-Wheelers,0,2022-03-01"
"2022,Mar,Uttarakhand,4-Wheelers,0,2022-03-01"
"2022,Mar,Uttarakhand,4-Wheelers,20,2022-03-01"
"2022,Mar,Uttarakhand,3-Wheelers,0,2022-03-01"
"2022,Mar,Uttarakhand,3-Wheelers,14,2022-03-01"
"2022,Mar,Uttar Pradesh,Others,0,2022-03-01"
"2022,Mar,Uttar Pradesh,Bus,11,2022-03-01"
"2022,Mar,Uttar Pradesh,Bus,0,2022-03-01"
"2022,Mar,Uttar Pradesh,3-Wheelers,8456,2022-03-01"
"2022,Mar,Uttar Pradesh,3-Wheelers,455,2022-03-01"
"2022,Mar,Uttar Pradesh,Others,5,2022-03-01"
"2022,Mar,Uttar Pradesh,2-Wheelers,1890,2022-03-01"
"2022,Mar,Uttar Pradesh,2-Wheelers,0,2022-03-01"
"2022,Mar,Uttar Pradesh,2-Wheelers,23,2022-03-01"
"2022,Mar,Uttar Pradesh,4-Wheelers,0,2022-03-01"
"2022,Mar,Uttar Pradesh,4-Wheelers,18,2022-03-01"
"2022,Mar,Uttar Pradesh,2-Wheelers,73,2022-03-01"
"2022,Mar,Uttar Pradesh,3-Wheelers,9,2022-03-01"
"2022,Mar,Uttar Pradesh,3-Wheelers,55,2022-03-01"
"2022,Mar,West Bengal,Others,0,2022-03-01"
"2022,Mar,West Bengal,Bus,0,2022-03-01"
"2022,Mar,West Bengal,3-Wheelers,32,2022-03-01"
"2022,Mar,West Bengal,4-Wheelers,0,2022-03-01"
"2022,Mar,West Bengal,2-Wheelers,609,2022-03-01"
"2022,Mar,West Bengal,2-Wheelers,0,2022-03-01"
"2022,Mar,West Bengal,4-Wheelers,41,2022-03-01"
"2022,Mar,West Bengal,2-Wheelers,17,2022-03-01"
"2022,Mar,West Bengal,3-Wheelers,29,2022-03-01"
"2022,Mar,West Bengal,3-Wheelers,55,2022-03-01"
"2023,Mar,Andaman & Nicobar Island,Others,0,2023-03-01"
"2023,Mar,Andaman & Nicobar Island,Bus,0,2023-03-01"
"2023,Mar,Andaman & Nicobar Island,2-Wheelers,1,2023-03-01"
"2023,Mar,Andaman & Nicobar Island,2-Wheelers,0,2023-03-01"
"2023,Mar,Andaman & Nicobar Island,4-Wheelers,1,2023-03-01"
"2023,Mar,Andaman & Nicobar Island,4-Wheelers,0,2023-03-01"
"2023,Mar,Andaman & Nicobar Island,3-Wheelers,0,2023-03-01"
"2023,Mar,Andhra Pradesh,Others,0,2023-03-01"
"2023,Mar,Andhra Pradesh,Bus,11,2023-03-01"
"2023,Mar,Andhra Pradesh,Bus,0,2023-03-01"
"2023,Mar,Andhra Pradesh,3-Wheelers,19,2023-03-01"
"2023,Mar,Andhra Pradesh,3-Wheelers,56,2023-03-01"
"2023,Mar,Andhra Pradesh,Others,47,2023-03-01"
"2023,Mar,Andhra Pradesh,4-Wheelers,0,2023-03-01"
"2023,Mar,Andhra Pradesh,2-Wheelers,3207,2023-03-01"
"2023,Mar,Andhra Pradesh,2-Wheelers,0,2023-03-01"
"2023,Mar,Andhra Pradesh,2-Wheelers,9,2023-03-01"
"2023,Mar,Andhra Pradesh,4-Wheelers,5,2023-03-01"
"2023,Mar,Andhra Pradesh,4-Wheelers,168,2023-03-01"
"2023,Mar,Andhra Pradesh,2-Wheelers,299,2023-03-01"
"2023,Mar,Andhra Pradesh,Others,2,2023-03-01"
"2023,Mar,Andhra Pradesh,3-Wheelers,10,2023-03-01"
"2023,Mar,Andhra Pradesh,3-Wheelers,43,2023-03-01"
"2023,Mar,Arunachal Pradesh,Others,0,2023-03-01"
"2023,Mar,Arunachal Pradesh,Bus,0,2023-03-01"
"2023,Mar,Arunachal Pradesh,2-Wheelers,0,2023-03-01"
"2023,Mar,Arunachal Pradesh,4-Wheelers,0,2023-03-01"
"2023,Mar,Arunachal Pradesh,3-Wheelers,0,2023-03-01"
"2023,Mar,Assam,Others,0,2023-03-01"
"2023,Mar,Assam,Bus,0,2023-03-01"
"2023,Mar,Assam,3-Wheelers,4526,2023-03-01"
"2023,Mar,Assam,3-Wheelers,150,2023-03-01"
"2023,Mar,Assam,2-Wheelers,221,2023-03-01"
"2023,Mar,Assam,2-Wheelers,0,2023-03-01"
"2023,Mar,Assam,4-Wheelers,1,2023-03-01"
"2023,Mar,Assam,4-Wheelers,19,2023-03-01"
"2023,Mar,Assam,3-Wheelers,15,2023-03-01"
"2023,Mar,Assam,3-Wheelers,170,2023-03-01"
"2023,Mar,Bihar,Others,0,2023-03-01"
"2023,Mar,Bihar,Bus,0,2023-03-01"
"2023,Mar,Bihar,3-Wheelers,4924,2023-03-01"
"2023,Mar,Bihar,3-Wheelers,134,2023-03-01"
"2023,Mar,Bihar,2-Wheelers,1299,2023-03-01"
"2023,Mar,Bihar,2-Wheelers,2,2023-03-01"
"2023,Mar,Bihar,2-Wheelers,1,2023-03-01"
"2023,Mar,Bihar,4-Wheelers,2,2023-03-01"
"2023,Mar,Bihar,4-Wheelers,45,2023-03-01"
"2023,Mar,Bihar,2-Wheelers,0,2023-03-01"
"2023,Mar,Bihar,3-Wheelers,26,2023-03-01"
"2023,Mar,Bihar,3-Wheelers,69,2023-03-01"
"2023,Mar,Chhattisgarh,Others,0,2023-03-01"
"2023,Mar,Chhattisgarh,Bus,0,2023-03-01"
"2023,Mar,Chhattisgarh,3-Wheelers,518,2023-03-01"
"2023,Mar,Chhattisgarh,3-Wheelers,99,2023-03-01"
"2023,Mar,Chhattisgarh,2-Wheelers,2068,2023-03-01"
"2023,Mar,Chhattisgarh,2-Wheelers,120,2023-03-01"
"2023,Mar,Chhattisgarh,4-Wheelers,2,2023-03-01"
"2023,Mar,Chhattisgarh,4-Wheelers,93,2023-03-01"
"2023,Mar,Chhattisgarh,3-Wheelers,43,2023-03-01"
"2023,Mar,Chhattisgarh,3-Wheelers,192,2023-03-01"
"2023,Mar,Chhattisgarh,3-Wheelers,1,2023-03-01"
"2023,Mar,Chandigarh,Others,0,2023-03-01"
"2023,Mar,Chandigarh,Bus,0,2023-03-01"
"2023,Mar,Chandigarh,3-Wheelers,105,2023-03-01"
"2023,Mar,Chandigarh,3-Wheelers,44,2023-03-01"
"2023,Mar,Chandigarh,2-Wheelers,361,2023-03-01"
"2023,Mar,Chandigarh,4-Wheelers,0,2023-03-01"
"2023,Mar,Chandigarh,4-Wheelers,131,2023-03-01"
"2023,Mar,Chandigarh,2-Wheelers,1,2023-03-01"
"2023,Mar,Chandigarh,3-Wheelers,6,2023-03-01"
"2023,Mar,Chandigarh,3-Wheelers,20,2023-03-01"
"2023,Mar,Dnh And Dd,Others,0,2023-03-01"
"2023,Mar,Dnh And Dd,Bus,0,2023-03-01"
"2023,Mar,Dnh And Dd,2-Wheelers,5,2023-03-01"
"2023,Mar,Dnh And Dd,2-Wheelers,0,2023-03-01"
"2023,Mar,Dnh And Dd,4-Wheelers,0,2023-03-01"
"2023,Mar,Dnh And Dd,4-Wheelers,2,2023-03-01"
"2023,Mar,Dnh And Dd,3-Wheelers,2,2023-03-01"
"2023,Mar,Dnh And Dd,3-Wheelers,1,2023-03-01"
"2023,Mar,Delhi,Others,0,2023-03-01"
"2023,Mar,Delhi,Bus,13,2023-03-01"
"2023,Mar,Delhi,3-Wheelers,1429,2023-03-01"
"2023,Mar,Delhi,3-Wheelers,182,2023-03-01"
"2023,Mar,Delhi,Others,22,2023-03-01"
"2023,Mar,Delhi,2-Wheelers,3781,2023-03-01"
"2023,Mar,Delhi,2-Wheelers,1,2023-03-01"
"2023,Mar,Delhi,2-Wheelers,0,2023-03-01"
"2023,Mar,Delhi,4-Wheelers,854,2023-03-01"
"2023,Mar,Delhi,4-Wheelers,690,2023-03-01"
"2023,Mar,Delhi,3-Wheelers,953,2023-03-01"
"2023,Mar,Delhi,3-Wheelers,45,2023-03-01"
"2023,Mar,Goa,Others,0,2023-03-01"
"2023,Mar,Goa,Bus,0,2023-03-01"
"2023,Mar,Goa,3-Wheelers,2,2023-03-01"
"2023,Mar,Goa,Others,1,2023-03-01"
"2023,Mar,Goa,2-Wheelers,837,2023-03-01"
"2023,Mar,Goa,2-Wheelers,0,2023-03-01"
"2023,Mar,Goa,4-Wheelers,0,2023-03-01"
"2023,Mar,Goa,4-Wheelers,112,2023-03-01"
